ringnr;recapture;capture_method;Sex;Age;age_nestling;day;month;year;time_hour;time_min;time_ringing;location;broodID;xCoord;yCoord;Wing;method_wing;P1;P8;Tarsus;tail;weight;Fat;Muscle;Bill_length;Bill_width;Bill_height;ringer;ring_owner;owner;salivary_swap;sex_genetics
N   630047;recapture;nestbox;;1;8;8;7;2019;NA;NA;;Barn_Valais;BarnValais1_19;673343;158783;30;;NA;NA;NA;NA;23.9;NA;NA;NA;NA;NA;CSch;;SOI;;F
N   630047;recapture;whooshnet;;4;NA;18;3;2020;8;NA;;Tiefenbach;;678392;160674;118;;NA;94;23.2;NA;38;2;2;10.9;7.9;8;IZ;SD;SOI;yes;F
N   630047;recapture;whooshnet;;4;NA;18;3;2020;8;NA;;Tiefenbach;;678392;160674;118;;NA;94;23.2;NA;38;2;2;10.9;7.9;8;IZ;SD;SOI;yes;F
N   630047;recapture;nestbox;;1;15;15;7;2019;NA;NA;;Barn_Valais;BarnValais1_19;673343;158783;73;;NA;NA;22.6;NA;38.5;NA;NA;NA;NA;NA;CSch;;SOI;no;F
N   630047;recapture;nestbox;;1;15;15;7;2019;NA;NA;;Barn_Valais;BarnValais1_19;673343;158783;73;;NA;NA;22.6;NA;38.5;NA;NA;NA;NA;NA;CSch;;SOI;no;F
N   630047;recapture;nestbox;;1;11;11;7;2019;NA;NA;;Barn_Valais;BarnValais1_19;673343;158783;48;;NA;NA;22.6;NA;31.3;NA;NA;NA;NA;NA;CSch;;SOI;yes;F
N   630047;recapture;nestbox;;1;11;11;7;2019;NA;NA;;Barn_Valais;BarnValais1_19;673343;158783;48;;NA;NA;22.6;NA;31.3;NA;NA;NA;NA;NA;CSch;;SOI;yes;F
N   630048;recapture;nestbox;;1;5;5;6;2020;16;5;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;25.4;NA;NA;NA;NA;NA;;;SOI;;F
N   630048;recapture;nestbox;;1;8;8;6;2020;13;29;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;34.9;NA;NA;NA;NA;NA;;;SOI;;F
N   630048;first capture;nestbox;;1;2;2;6;2020;14;20;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;12;NA;NA;NA;NA;NA;;;SOI;;F
N   630048;recapture;nestbox;;1;15;15;6;2020;9;32;;Furkapass;Furka11_20;675309;158824;78.5;;NA;NA;23.4;NA;42.5;NA;NA;NA;NA;NA;SD;;SOI;yes;F
N   630048;recapture;nestbox;;1;12;12;6;2020;14;40;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;39.5;NA;NA;NA;NA;NA;CSch;CSch;SOI;;F
N   630049;recapture;nestbox;;1;8;8;6;2020;13;26;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;31.9;NA;NA;NA;NA;NA;;;SOI;;F
N   630049;recapture;nestbox;;1;12;12;6;2020;14;35;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;37.9;NA;NA;NA;NA;NA;CSch;CSch;SOI;;F
N   630049;recapture;nestbox;;1;5;5;6;2020;15;58;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;21;NA;NA;NA;NA;NA;;;SOI;;F
N   630049;first capture;nestbox;;1;2;2;6;2020;14;23;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;10.5;NA;NA;NA;NA;NA;;;SOI;;F
N   630049;recapture;nestbox;;1;15;15;6;2020;9;23;;Furkapass;Furka11_20;675309;158824;76;;NA;NA;23.4;NA;38.4;NA;NA;NA;NA;NA;SD;;SOI;yes;F
N   630050;recapture;nestbox;;1;5;5;6;2020;16;2;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;20.6;NA;NA;NA;NA;NA;;;SOI;;M
N   630050;recapture;nestbox;;1;8;8;6;2020;13;23;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;31.1;NA;NA;NA;NA;NA;;;SOI;;M
N   630050;first capture;nestbox;;1;2;2;6;2020;14;18;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;9.9;NA;NA;NA;NA;NA;;;SOI;;M
N   630050;recapture;nestbox;;1;12;12;6;2020;14;44;;Furkapass;Furka11_20;675309;158824;NA;;NA;NA;NA;NA;36;NA;NA;NA;NA;NA;CSch;CSch;SOI;;M
N   630050;recapture;nestbox;;1;15;15;6;2020;9;21;;Furkapass;Furka11_20;675309;158824;78;;NA;NA;23.2;NA;40.5;NA;NA;NA;NA;NA;SD;;SOI;yes;M
N   630051;first capture;nestbox;;1;2;2;6;2020;15;41;;BarnValais;BarnValais2_20;673343;158783;NA;;NA;NA;NA;NA;9.7;NA;NA;NA;NA;NA;;;SOI;no;F
N   630051;recapture;nestbox;;1;15;15;6;2020;12;46;;BarnValais;BarnValais2_20;673343;158783;78;;NA;NA;23.4;NA;38.6;NA;NA;NA;NA;NA;SD;;SOI;yes;F
N   630051;recapture;nestbox;;1;12;12;6;2020;15;29;;BarnValais;BarnValais2_20;673343;158783;64;;NA;NA;23.5;NA;39;NA;NA;NA;NA;NA;CSch;CSch;SOI;no;F
N   630051;recapture;nestbox;;1;5;5;6;2020;17;39;;BarnValais;BarnValais2_20;673343;158783;NA;;NA;NA;NA;NA;21.1;NA;NA;NA;NA;NA;;;SOI;no;F
N   630051;recapture;nestbox;;1;8;8;6;2020;14;35;;BarnValais;BarnValais2_20;673343;158783;NA;;NA;NA;NA;NA;31;NA;NA;NA;NA;NA;;;SOI;no;F
N   630052;recapture;nestbox;;1;15;15;6;2020;12;59;;BarnValais;BarnValais2_20;673343;158783;79;;NA;NA;23;NA;37.8;NA;NA;NA;NA;NA;SD;;SOI;yes;F
N   630052;recapture;nestbox;;1;12;12;6;2020;15;32;;BarnValais;BarnValais2_20;673343;158783;66.5;;NA;NA;22.9;NA;36.1;NA;NA;NA;NA;NA;CSch;CSch;SOI;no;F
N   630052;recapture;nestbox;;1;8;8;6;2020;14;33;;BarnValais;BarnValais2_20;673343;158783;NA;;NA;NA;NA;NA;30;NA;NA;NA;NA;NA;;;SOI;no;F
N   630052;first capture;nestbox;;1;2;2;6;2020;15;38;;BarnValais;BarnValais2_20;673343;158783;NA;;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;;;SOI;no;F
N   630052;recapture;nestbox;;1;5;5;6;2020;17;41;;BarnValais;BarnValais2_20;673343;158783;NA;;NA;NA;NA;NA;21;NA;NA;NA;NA;NA;;;SOI;no;F
N   630053;recapture;nestbox;;1;12;12;6;2020;15;40;;BarnValais;BarnValais2_20;673343;158783;67.5;;NA;NA;22.8;NA;39.6;NA;NA;NA;NA;NA;CSch;CSch;SOI;no;M
N   630053;recapture;nestbox;;1;5;5;6;2020;17;37;;BarnValais;BarnValais2_20;673343;158783;NA;;NA;NA;NA;NA;23.2;NA;NA;NA;NA;NA;;;SOI;no;M
N   630053;recapture;nestbox;;1;8;8;6;2020;14;37;;BarnValais;BarnValais2_20;673343;158783;NA;;NA;NA;NA;NA;32.1;NA;NA;NA;NA;NA;;;SOI;no;M
N   630053;recapture;nestbox;;1;15;15;6;2020;12;50;;BarnValais;BarnValais2_20;673343;158783;80;;NA;NA;23.1;NA;40.2;NA;NA;NA;NA;NA;SD;;SOI;yes;M
N   630053;first capture;nestbox;;1;2;2;6;2020;15;39;;BarnValais;BarnValais2_20;673343;158783;NA;;NA;NA;NA;NA;10.9;NA;NA;NA;NA;NA;;;SOI;no;M
N   630054;first capture;nestbox;;1;8;12;6;2020;14;NA;;Jochpass;Joch7_20;672505;181309;NA;;NA;NA;NA;NA;22.2;NA;NA;NA;NA;NA;FK;;SOI;;NA
N   630054;recapture;nestbox;;1;13;17;6;2020;11;NA;;Jochpass;Joch7_20;672505;181309;NA;;NA;NA;22.5;NA;34.6;NA;NA;NA;NA;NA;CSch;CSch;SOI;no;NA
N   630055;recapture;nestbox;;1;13;17;6;2020;11;NA;;Jochpass;Joch7_20;672505;181309;NA;;NA;NA;22.6;NA;37;NA;NA;NA;NA;NA;CSch;CSch;SOI;no;NA
N   630055;first capture;nestbox;;1;8;12;6;2020;14;NA;;Jochpass;Joch7_20;672505;181309;NA;;NA;NA;NA;NA;24;NA;NA;NA;NA;NA;FK;;SOI;;NA
N   630056;recapture;nestbox;;1;13;17;6;2020;11;NA;;Jochpass;Joch7_20;672505;181309;NA;;NA;NA;22.6;NA;35;NA;NA;NA;NA;NA;CSch;CSch;SOI;no;NA
N   630056;recapture;nestbox;;1;21;25;6;2020;NA;NA;;Jochpass;Joch7_20;672505;181309;92;;NA;NA;23.1;NA;NA;NA;NA;NA;NA;NA;CSch;;SOI;;NA
N   630056;first capture;nestbox;;1;8;12;6;2020;14;NA;;Jochpass;Joch7_20;672505;181309;NA;;NA;NA;NA;NA;21.5;NA;NA;NA;NA;NA;FK;;SOI;;NA
N   630057;recapture;nestbox;;1;21;25;6;2020;NA;NA;;Jochpass;Joch7_20;672505;181309;92;;NA;NA;23;NA;NA;NA;NA;NA;NA;NA;CSch;;SOI;;NA
N   630057;first capture;nestbox;;1;8;12;6;2020;14;NA;;Jochpass;Joch7_20;672505;181309;NA;;NA;NA;NA;NA;22.6;NA;NA;NA;NA;NA;FK;;SOI;;NA
N   630057;recapture;nestbox;;1;13;17;6;2020;11;NA;;Jochpass;Joch7_20;672505;181309;NA;;NA;NA;22.3;NA;35.9;NA;NA;NA;NA;NA;CSch;CSch;SOI;no;NA
N   630058;recapture;nestbox;;1;19;31;7;2020;NA;0;;Furkapass;Furka15_20;675290;158830;86;;NA;NA;24.3;NA;40;4;2;NA;NA;NA;;;SOI;;M
N   630058;recapture;nestbox;;1;12;24;7;2020;NA;0;;Furkapass;Furka15_20;675290;158830;NA;;NA;NA;NA;NA;38.8;NA;NA;NA;NA;NA;CSch;CSch;SOI;yes;M
N   630059;recapture;nestbox;;1;12;24;7;2020;NA;0;;Furkapass;Furka15_20;675290;158830;NA;;NA;NA;NA;NA;38;NA;NA;NA;NA;NA;CSch;CSch;SOI;yes;M
N   630059;recapture;nestbox;;1;19;31;7;2020;NA;0;;Furkapass;Furka15_20;675290;158830;89;;NA;NA;23.3;NA;38.5;4;2;NA;NA;NA;;;SOI;;M
N   630060;recapture;nestbox;;1;19;31;7;2020;NA;0;;Furkapass;Furka15_20;675290;158830;89.5;;NA;NA;23.5;NA;39.5;4;2;NA;NA;NA;;;SOI;;M
N   630060;recapture;nestbox;;1;8;20;7;2020;10;35;;Furkapass;Furka15_20;675290;158830;NA;;NA;NA;NA;NA;24.2;NA;NA;NA;NA;NA;;;SOI;;M
N   630060;first capture;nestbox;;1;3;15;7;2020;NA;0;;Furkapass;Furka15_20;675290;158830;NA;;NA;NA;NA;NA;8.8;NA;NA;NA;NA;NA;;;SOI;;M
N   630060;recapture;nestbox;;1;5;17;7;2020;10;8;;Furkapass;Furka15_20;675290;158830;NA;;NA;NA;NA;NA;12.9;NA;NA;NA;NA;NA;;;SOI;;M
N   630060;recapture;nestbox;;1;12;24;7;2020;NA;0;;Furkapass;Furka15_20;675290;158830;NA;;NA;NA;NA;NA;36.6;NA;NA;NA;NA;NA;CSch;CSch;SOI;yes;M
N   630101;first capture;white mistnet;0;4;NA;20;1;2022;10;5;;Distelboden;;664263;180273;116.5;;NA;89.5;22.7;NA;44;5;2;11.5;7.7;7.5;SD;SD;SOI;yes;F
N   630102;first capture;white mistnet;0;4;NA;20;1;2022;10;10;;Distelboden;;664263;180273;117.5;;NA;91.5;23.8;NA;49.5;5;2;11.2;7.2;7.3;SD;SD;SOI;yes;F
N   630103;recapture;white mistnet;0;4;NA;11;2;2022;13;32;;Distelboden;;664263;180273;117;;NA;92;23.7;NA;45.5;5;2;11.8;8.1;8.2;AB;SD;SOI;no;M
N   630103;first capture;white mistnet;0;4;NA;20;1;2022;10;10;;Distelboden;;664263;180273;118;;NA;91.5;22.7;NA;43.5;4;2;10.9;7.6;7;SD;SD;SOI;yes;M
N   630104;first capture;white mistnet;0;4;NA;20;1;2022;10;10;;Distelboden;;664263;180273;119;;NA;94;22.2;NA;45;5;2;11.2;7.2;7.4;SD;SD;SOI;yes;F
N   630105;first capture;white mistnet;0;4;NA;20;1;2022;10;14;;Distelboden;;664263;180273;125;;NA;96;21;NA;40;4;2;11;7.1;7.3;SD;SD;SOI;yes;M
N   630106;first capture;white mistnet;0;4;NA;20;1;2022;10;14;;Distelboden;;664263;180273;123;;NA;97;23.2;NA;45.5;5;2;11.2;7;7;SD;SD;SOI;yes;M
N   630108;first capture;white mistnet;0;4;NA;20;1;2022;10;14;;Distelboden;;664263;180273;124;;NA;97.5;22.5;NA;40.5;4;2;11.3;7.1;7.2;JLB;SD;SOI;yes;M
N   630109;first capture;white mistnet;0;4;NA;20;1;2022;10;20;;Distelboden;;664263;180273;116.5;;NA;92;22;NA;44;5;2;10.7;7.7;7.2;JLB;SD;SOI;yes;F
N   630110;first capture;white mistnet;0;4;NA;20;1;2022;10;20;;Distelboden;;664263;180273;119.5;;NA;93.5;23.6;NA;46;5;2;10.7;7.8;7.1;JLB;SD;SOI;yes;M
N   630112;first capture;white mistnet;0;4;NA;20;1;2022;10;20;;Distelboden;;664263;180273;120.5;;NA;96;22;NA;43.5;5;2;10.9;7.5;7.4;JLB;SD;SOI;yes;F
N   630113;first capture;white mistnet;0;4;NA;20;1;2022;11;4;;Distelboden;;664263;180273;123;;NA;97;22.1;NA;42.5;4;2;10.8;7.1;7.1;SD;SD;SOI;yes;M
N   630114;first capture;white mistnet;1;4;NA;20;1;2022;11;6;;Distelboden;;664263;180273;125.5;;NA;99.5;23.3;NA;49.5;5;2;10.5;7.6;7.2;SD;SD;SOI;yes;M
N   630115;first capture;white mistnet;1;4;NA;20;1;2022;11;31;;Distelboden;;664263;180273;126;;NA;99.5;22.3;NA;50.5;5;2;11.2;7.4;7;SD;SD;SOI;yes;M
N   630116;first capture;white mistnet;0;4;NA;20;1;2022;11;35;;Distelboden;;664263;180273;118.5;;NA;94;21;NA;40.5;4;2;11;7.5;6.9;SD;SD;SOI;yes;M
N   630117;first capture;white mistnet;0;4;NA;20;1;2022;11;35;;Distelboden;;664263;180273;127;;NA;100.5;23.4;NA;44.5;4;2;11.3;7;8.4;JLB;SD;SOI;yes;M
N   630118;first capture;white mistnet;0;4;NA;20;1;2022;11;45;;Distelboden;;664263;180273;122;;NA;95.5;22.8;NA;41.5;4;2;10;7;7.2;JLB;SD;SOI;yes;M
N   630119;first capture;white mistnet;0;4;NA;20;1;2022;11;51;;Distelboden;;664263;180273;119;;NA;93.5;23.5;NA;47.5;6;2;11.1;7.2;7.6;JLB;SD;SOI;yes;F
N   630120;first capture;white mistnet;1;4;NA;20;1;2022;11;58;;Distelboden;;664263;180273;125;;NA;100.5;22.6;NA;45.5;4;2;12;7.2;7.1;SD;SD;SOI;yes;M
N   630121;first capture;white mistnet;0;4;NA;20;1;2022;11;58;;Distelboden;;664263;180273;122.5;;NA;97.5;22.3;NA;47.5;5;2;10.7;7.1;7.5;SD;SD;SOI;yes;M
N   630122;first capture;white mistnet;0;4;NA;20;1;2022;11;58;;Distelboden;;664263;180273;122;;NA;97;22.8;NA;44;4;2;11.3;7.3;7.4;SD;SD;SOI;yes;M
N   630124;first capture;white mistnet;1;4;NA;20;1;2022;12;14;;Distelboden;;664263;180273;125;;NA;99;21.8;NA;48;5;2;11.7;6.8;7.5;SD;SD;SOI;yes;M
N   630126;first capture;white mistnet;0;4;NA;20;1;2022;12;48;;Distelboden;;664263;180273;126.5;;NA;100.5;22.7;NA;43.5;4;2;11.4;7.1;8;JLB;SD;SOI;yes;M
N   630127;first capture;white mistnet;0;4;NA;20;1;2022;12;59;;Distelboden;;664263;180273;117;;NA;93;22.5;NA;45;5;2;10.4;6.9;7.5;JLB;SD;SOI;yes;F
N   630128;first capture;white mistnet;0;4;NA;1;4;2022;10;5;;Tiefenbach;;678407;160655;116;;NA;90;23.3;NA;38.5;2;2;12.1;7.6;7.7;SD;SD;SOI;yes;F
N   630129;first capture;white mistnet;0;5;NA;1;4;2022;10;14;;Tiefenbach;;678407;160655;118;;NA;92.5;23.2;NA;35.5;4;2;12;7.4;7.8;SD;SD;SOI;yes;F
N   630130;recapture;whoosh net;1;6;NA;24;4;2022;10;10;;Tiefenbach;;678393;160669;NA;;NA;NA;NA;NA;38;3;2;NA;NA;NA;SD;SD;SOI;no;M
N   630130;first capture;white mistnet;1;4;NA;1;4;2022;10;40;;Tiefenbach;;678407;160655;122;;NA;94;22.6;NA;38.5;2;2;11.6;7.4;7.2;CN;SD;SOI;yes;M
N   630131;first capture;white mistnet;0;4;NA;1;4;2022;10;50;;Tiefenbach;;678407;160655;118;;NA;88;22.7;NA;39;2;2;11.7;7.6;7.9;CN;SD;SOI;yes;F
N   630131;recapture;whoosh net;0;4;NA;24;4;2022;10;10;;Tiefenbach;;678393;160669;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;SOI;no;F
N   630132;first capture;white mistnet;0;4;NA;1;4;2022;11;12;;Tiefenbach;;678407;160655;119;;NA;88;22.5;NA;39;2;2;11.9;7.8;7.7;CN;SD;SOI;yes;F
N   630133;first capture;white mistnet;0;4;NA;1;4;2022;11;12;;Tiefenbach;;678407;160655;112;;NA;87.5;22.2;NA;35;2;2;11.2;7.6;7.5;SD;SD;SOI;yes;F
N   630134;first capture;white mistnet;0;4;NA;1;4;2022;11;12;;Tiefenbach;;678407;160655;117;;NA;92.5;22.6;NA;38;2;2;11.3;7.6;8;SD;SD;SOI;yes;F
N   630135;first capture;white mistnet;0;4;NA;1;4;2022;11;12;;Tiefenbach;;678407;160655;120;;NA;92;21.5;NA;37.5;2;2;12.2;7.8;8;CN;SD;SOI;yes;F
N   630136;first capture;white mistnet;0;4;NA;1;4;2022;14;36;;Tiefenbach;;678407;160655;120;;NA;91;22.9;NA;39.5;2;2;11.9;7.4;8.1;CN;SD;SOI;yes;F
N   630137;first capture;white mistnet;0;4;NA;1;4;2022;15;49;;Tiefenbach;;678407;160655;113;;NA;91;22.6;NA;40;2;2;11.5;7.5;7.7;AG;SD;SOI;yes;F
N   630138;first capture;white mistnet;0;4;NA;1;4;2022;16;25;;Tiefenbach;;678407;160655;128;;NA;98;23;NA;42.5;2;2;11.2;7.9;7.8;AG;SD;SOI;yes;M
N   630139;first capture;white mistnet;1;6;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;35.5;2;2;NA;NA;NA;CN;SD;SOI;yes;M
N   630139;recapture;whoosh net;1;6;NA;24;4;2022;10;10;;Tiefenbach;;678393;160669;NA;;NA;NA;NA;NA;34;1;2;NA;NA;NA;SD;SD;SOI;no;M
N   630150;first capture;white mistnet;0;4;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;37;2;2;NA;NA;NA;SD;SD;SOI;no;NA
N   630151;first capture;white mistnet;0;4;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;39.5;3;2;NA;NA;NA;CN;SD;SOI;yes;M
N   630153;recapture;whoosh net;1;6;NA;24;4;2022;10;10;;Tiefenbach;;678393;160669;NA;;NA;NA;NA;NA;34;2;2;NA;NA;NA;SD;SD;SOI;no;M
N   630153;first capture;white mistnet;0;4;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;37.5;2;2;NA;NA;NA;SD;SD;SOI;yes;M
N   630154;first capture;white mistnet;0;4;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;41;3;2;NA;NA;NA;CN;SD;SOI;yes;M
N   630155;first capture;white mistnet;0;4;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;35;2;2;NA;NA;NA;SD;SD;SOI;yes;M
N   630156;first capture;white mistnet;0;4;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;39.5;3;2;NA;NA;NA;SD;SD;SOI;yes;F
N   630157;first capture;white mistnet;1;6;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;37;2;2;NA;NA;NA;CN;SD;SOI;yes;M
N   630158;first capture;white mistnet;1;6;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;40;2;2;NA;NA;NA;CN;SD;SOI;yes;M
N   630158;recapture;whoosh net;0;4;NA;24;4;2022;10;10;;Tiefenbach;;678393;160669;NA;;NA;NA;NA;NA;38;1;2;NA;NA;NA;SD;SD;SOI;no;M
N   630159;first capture;white mistnet;0;4;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;39.5;3;2;NA;NA;NA;SD;SD;SOI;yes;F
N   630159;recapture;whoosh net;0;5;NA;24;4;2022;10;10;;Tiefenbach;;678393;160669;NA;;NA;NA;NA;NA;35;2;2;NA;NA;NA;SD;SD;SOI;no;F
N   630160;first capture;white mistnet;1;6;NA;2;4;2022;9;20;;Tiefenbach;;678407;160655;NA;;NA;NA;NA;NA;37;2;2;NA;NA;NA;SD;SD;SOI;yes;M
N   630161;first capture;captured with net at the nestbox entrance;2;4;NA;16;6;2022;12;0;;Furkapass;Furka14_22a;675303;158827;119.5;;NA;90;23.3;NA;35;0;2;12.1;NA;NA;SD;SD;SOI;yes;NA
N   630162;first capture;captured with net at the nestbox entrance;2;4;NA;16;6;2022;13;0;;Furkapass;FurkaH5RoofSW_bar11;675302;158843;115;;NA;90.5;23;NA;36;0;2;12.2;7.4;7.7;SD;SD;SOI;yes;NA
N   630163;first capture;nestbox;0;1;14;21;6;2022;11;17;;Jochpass;Joch4_22a;672524;181297;68.5;;NA;NA;23.4;NA;41.5;NA;NA;NA;NA;NA;SD;SD;SOI;yes;M
N   630164;first capture;nestbox;0;1;14;21;6;2022;11;25;;Jochpass;Joch4_22a;672524;181297;65.5;;NA;NA;23.8;NA;36;NA;NA;NA;NA;NA;SD;SD;SOI;yes;F
N   630165;first capture;nestbox;0;1;13;21;6;2022;11;30;;Jochpass;Joch4_22a;672524;181297;60;;NA;NA;22.2;NA;35.5;NA;NA;NA;NA;NA;SD;SD;SOI;yes;F
N   630166;first capture;nestbox;0;1;14;21;6;2022;11;34;;Jochpass;Joch4_22a;672524;181297;66.5;;NA;NA;23.7;NA;38.5;NA;NA;NA;NA;NA;SD;SD;SOI;yes;M
N   630167;first capture;captured with net at the nestbox entrance;2;4;NA;19;7;2022;13;50;;Furkapass;Furka33_22a;675302;158853;112.5;;NA;89.5;23.1;NA;38;1;2;11.5;7.8;7.9;SD;SD;SOI;yes;NA
N   630168;recapture;nestbox;0;1;15;22;7;2022;11;36;;Furkapass;Furka33_22a;675302;158853;68;;NA;44.5;23.2;NA;33.1;NA;NA;NA;NA;NA;CN;SD;SOI;no;M
N   630168;recapture;nestbox;0;1;12;19;7;2022;14;0;;Furkapass;Furka33_22a;675302;158853;NA;;28.2;NA;22.2;NA;33.2;NA;NA;NA;NA;NA;CN;SD;SOI;no;M
N   630168;recapture;nestbox;0;1;7;14;7;2022;13;58;;Furkapass;Furka33_22a;675302;158853;NA;;4.15;NA;17.3;NA;20.6;NA;NA;NA;NA;NA;SD;SD;SOI;no;M
N   630168;first capture;nestbox;0;1;4;11;7;2022;11;31;;Furkapass;Furka33_22a;675302;158853;NA;;NA;NA;NA;NA;10.3;NA;NA;NA;NA;NA;SD;SD;SOI;no;M
N   630170;recapture;nestbox;0;1;14;22;7;2022;11;33;;Furkapass;Furka33_22a;675302;158853;66;;NA;41.5;22.4;NA;37.8;NA;NA;NA;NA;NA;CN;SD;SOI;no;F
N   630170;recapture;nestbox;0;1;6;14;7;2022;14;5;;Furkapass;Furka33_22a;675302;158853;NA;;2.2;NA;16;NA;18.7;NA;NA;NA;NA;NA;SD;SD;SOI;no;F
N   630170;recapture;nestbox;0;1;11;19;7;2022;14;9;;Furkapass;Furka33_22a;675302;158853;NA;;25.1;NA;21.6;NA;36.7;NA;NA;NA;NA;NA;CN;SD;SOI;no;F
N   630170;first capture;nestbox;0;1;3;11;7;2022;11;28;;Furkapass;Furka33_22a;675302;158853;NA;;NA;NA;NA;NA;8.8;NA;NA;NA;NA;NA;SD;SD;SOI;no;F
N   630171;recapture;nestbox;0;1;20;1;8;2022;11;58;;Furkapass;Furka12_22a;675301;158817;90.5;;NA;63.5;23.7;NA;46;NA;NA;NA;NA;NA;CN;SD;SOI;yes;M
N   630171;recapture;nestbox;0;1;20;1;8;2022;11;58;;Furkapass;Furka12_22a;675301;158817;90.5;;NA;63.5;23.7;NA;46;NA;NA;NA;NA;NA;CN;SD;SOI;yes;M
N   630171;recapture;nestbox;0;1;13;25;7;2022;11;33;;Furkapass;Furka12_22a;675301;158817;59.5;;31.4;NA;23.1;NA;34.7;NA;NA;NA;NA;NA;CN;SD;SOI;yes;M
N   630171;recapture;nestbox;0;1;13;25;7;2022;11;33;;Furkapass;Furka12_22a;675301;158817;59.5;;31.4;NA;23.1;NA;34.7;NA;NA;NA;NA;NA;CN;SD;SOI;yes;M
N   630171;recapture;nestbox;0;1;7;19;7;2022;11;43;;Furkapass;Furka12_22a;675301;158817;NA;;2.7;NA;16.2;NA;20.6;NA;NA;NA;NA;NA;CN;SD;SOI;no;M
N   630171;recapture;nestbox;0;1;7;19;7;2022;11;43;;Furkapass;Furka12_22a;675301;158817;NA;;2.7;NA;16.2;NA;20.6;NA;NA;NA;NA;NA;CN;SD;SOI;no;M
N   630171;recapture;nestbox;0;1;10;22;7;2022;11;15;;Furkapass;Furka12_22a;675301;158817;NA;;15.8;NA;21.1;NA;28.7;NA;NA;NA;NA;NA;CN;SD;SOI;no;M
N   630171;recapture;nestbox;0;1;10;22;7;2022;11;15;;Furkapass;Furka12_22a;675301;158817;NA;;15.8;NA;21.1;NA;28.7;NA;NA;NA;NA;NA;CN;SD;SOI;no;M
N   630171;first capture;nestbox;0;1;2;14;7;2022;13;40;;Furkapass;Furka12_22a;675301;158817;NA;;NA;NA;NA;NA;4.6;NA;NA;NA;NA;NA;SD;SD;SOI;no;M
N   630171;first capture;nestbox;0;1;2;14;7;2022;13;40;;Furkapass;Furka12_22a;675301;158817;NA;;NA;NA;NA;NA;4.6;NA;NA;NA;NA;NA;SD;SD;SOI;no;M
N   630171;recapture;nestbox;0;1;17;29;7;2022;10;53;;Furkapass;Furka12_22a;675301;158817;77.5;;NA;51.5;23.7;NA;41.7;NA;NA;NA;NA;NA;CN;SD;SOI;no;M
N   630171;recapture;nestbox;0;1;17;29;7;2022;10;53;;Furkapass;Furka12_22a;675301;158817;77.5;;NA;51.5;23.7;NA;41.7;NA;NA;NA;NA;NA;CN;SD;SOI;no;M
N   630172;recapture;nestbox;0;1;6;19;7;2022;11;47;;Furkapass;Furka12_22a;675301;158817;NA;;1.8;NA;14.4;NA;16.5;NA;NA;NA;NA;NA;CN;SD;SOI;no;NA
N   630172;recapture;nestbox;0;1;12;25;7;2022;11;45;;Furkapass;Furka12_22a;675301;158817;54.5;;28.2;NA;22.4;NA;29;NA;NA;NA;NA;NA;CN;SD;SOI;no;NA
N   630172;recapture;nestbox;0;1;9;22;7;2022;11;22;;Furkapass;Furka12_22a;675301;158817;NA;;12.7;NA;19.8;NA;24;NA;NA;NA;NA;NA;CN;SD;SOI;no;NA
N   630172;first capture;nestbox;0;1;1;14;7;2022;13;36;;Furkapass;Furka12_22a;675301;158817;NA;;NA;NA;NA;NA;3.5;NA;NA;NA;NA;NA;SD;SD;SOI;no;NA
N   630173;recapture;nestbox;0;1;7;19;7;2022;11;51;;Furkapass;Furka12_22a;675301;158817;NA;;4.6;NA;16.2;NA;21.8;NA;NA;NA;NA;NA;CN;SD;SOI;no;M
